SysNo,ProvinceSysNo,CitySysNo,ProvinceName,CityName,DistrictName,
1578,31,180,江西省,抚州市,金溪县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1578,31,180,'江西省','抚州市','金溪县');"
1579,31,180,江西省,抚州市,资溪县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1579,31,180,'江西省','抚州市','资溪县');"
1580,31,180,江西省,抚州市,东乡县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1580,31,180,'江西省','抚州市','东乡县');"
1581,31,180,江西省,抚州市,广昌县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1581,31,180,'江西省','抚州市','广昌县');"
1582,31,181,江西省,上饶市,信州区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1582,31,181,'江西省','上饶市','信州区');"
1583,31,181,江西省,上饶市,上饶县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1583,31,181,'江西省','上饶市','上饶县');"
1584,31,181,江西省,上饶市,广丰县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1584,31,181,'江西省','上饶市','广丰县');"
1585,31,181,江西省,上饶市,玉山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1585,31,181,'江西省','上饶市','玉山县');"
1586,31,181,江西省,上饶市,铅山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1586,31,181,'江西省','上饶市','铅山县');"
1587,31,181,江西省,上饶市,横峰县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1587,31,181,'江西省','上饶市','横峰县');"
1588,31,181,江西省,上饶市,弋阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1588,31,181,'江西省','上饶市','弋阳县');"
1589,31,181,江西省,上饶市,余干县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1589,31,181,'江西省','上饶市','余干县');"
1590,31,181,江西省,上饶市,鄱阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1590,31,181,'江西省','上饶市','鄱阳县');"
1591,31,181,江西省,上饶市,万年县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1591,31,181,'江西省','上饶市','万年县');"
1592,31,181,江西省,上饶市,婺源县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1592,31,181,'江西省','上饶市','婺源县');"
1593,31,181,江西省,上饶市,德兴市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1593,31,181,'江西省','上饶市','德兴市');"
1594,32,182,山东省,济南市,历下区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1594,32,182,'山东省','济南市','历下区');"
1595,32,182,山东省,济南市,市中区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1595,32,182,'山东省','济南市','市中区');"
1596,32,182,山东省,济南市,槐荫区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1596,32,182,'山东省','济南市','槐荫区');"
1597,32,182,山东省,济南市,天桥区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1597,32,182,'山东省','济南市','天桥区');"
1598,32,182,山东省,济南市,历城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1598,32,182,'山东省','济南市','历城区');"
1599,32,182,山东省,济南市,长清区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1599,32,182,'山东省','济南市','长清区');"
1600,32,182,山东省,济南市,平阴县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1600,32,182,'山东省','济南市','平阴县');"
1601,32,182,山东省,济南市,济阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1601,32,182,'山东省','济南市','济阳县');"
1602,32,182,山东省,济南市,商河县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1602,32,182,'山东省','济南市','商河县');"
1603,32,182,山东省,济南市,章丘市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1603,32,182,'山东省','济南市','章丘市');"
1604,32,183,山东省,青岛市,市南区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1604,32,183,'山东省','青岛市','市南区');"
1605,32,183,山东省,青岛市,市北区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1605,32,183,'山东省','青岛市','市北区');"
1606,32,183,山东省,青岛市,四方区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1606,32,183,'山东省','青岛市','四方区');"
1607,32,183,山东省,青岛市,黄岛区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1607,32,183,'山东省','青岛市','黄岛区');"
1608,32,183,山东省,青岛市,崂山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1608,32,183,'山东省','青岛市','崂山区');"
1609,32,183,山东省,青岛市,李沧区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1609,32,183,'山东省','青岛市','李沧区');"
1610,32,183,山东省,青岛市,城阳区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1610,32,183,'山东省','青岛市','城阳区');"
1611,32,183,山东省,青岛市,胶州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1611,32,183,'山东省','青岛市','胶州市');"
1612,32,183,山东省,青岛市,即墨市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1612,32,183,'山东省','青岛市','即墨市');"
1613,32,183,山东省,青岛市,平度市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1613,32,183,'山东省','青岛市','平度市');"
1614,32,183,山东省,青岛市,胶南市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1614,32,183,'山东省','青岛市','胶南市');"
1615,32,183,山东省,青岛市,莱西市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1615,32,183,'山东省','青岛市','莱西市');"
1616,32,184,山东省,淄博市,淄川区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1616,32,184,'山东省','淄博市','淄川区');"
1617,32,184,山东省,淄博市,张店区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1617,32,184,'山东省','淄博市','张店区');"
1618,32,184,山东省,淄博市,博山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1618,32,184,'山东省','淄博市','博山区');"
1619,32,184,山东省,淄博市,临淄区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1619,32,184,'山东省','淄博市','临淄区');"
1620,32,184,山东省,淄博市,周村区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1620,32,184,'山东省','淄博市','周村区');"
1621,32,184,山东省,淄博市,桓台县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1621,32,184,'山东省','淄博市','桓台县');"
1622,32,184,山东省,淄博市,高青县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1622,32,184,'山东省','淄博市','高青县');"
1623,32,184,山东省,淄博市,沂源县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1623,32,184,'山东省','淄博市','沂源县');"
1635,32,187,山东省,烟台市,芝罘区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1635,32,187,'山东省','烟台市','芝罘区');"
1636,32,187,山东省,烟台市,福山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1636,32,187,'山东省','烟台市','福山区');"
1637,32,187,山东省,烟台市,牟平区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1637,32,187,'山东省','烟台市','牟平区');"
1638,32,187,山东省,烟台市,莱山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1638,32,187,'山东省','烟台市','莱山区');"
1639,32,187,山东省,烟台市,长岛县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1639,32,187,'山东省','烟台市','长岛县');"
1640,32,187,山东省,烟台市,龙口市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1640,32,187,'山东省','烟台市','龙口市');"
1641,32,187,山东省,烟台市,莱阳市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1641,32,187,'山东省','烟台市','莱阳市');"
1642,32,187,山东省,烟台市,莱州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1642,32,187,'山东省','烟台市','莱州市');"
1643,32,187,山东省,烟台市,蓬莱市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1643,32,187,'山东省','烟台市','蓬莱市');"
1644,32,187,山东省,烟台市,招远市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1644,32,187,'山东省','烟台市','招远市');"
1645,32,187,山东省,烟台市,栖霞市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1645,32,187,'山东省','烟台市','栖霞市');"
1646,32,187,山东省,烟台市,海阳市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1646,32,187,'山东省','烟台市','海阳市');"
1657,32,188,山东省,潍坊市,高密市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1657,32,188,'山东省','潍坊市','高密市');"
1677,32,191,山东省,威海市,环翠区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1677,32,191,'山东省','威海市','环翠区');"
1687,32,194,山东省,临沂市,兰山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1687,32,194,'山东省','临沂市','兰山区');"
1688,32,194,山东省,临沂市,罗庄区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1688,32,194,'山东省','临沂市','罗庄区');"
1689,32,194,山东省,临沂市,河东区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1689,32,194,'山东省','临沂市','河东区');"
1690,32,194,山东省,临沂市,沂南县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1690,32,194,'山东省','临沂市','沂南县');"
1692,32,194,山东省,临沂市,沂水县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1692,32,194,'山东省','临沂市','沂水县');"
1694,32,194,山东省,临沂市,费县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1694,32,194,'山东省','临沂市','费县');"
1695,32,194,山东省,临沂市,平邑县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1695,32,194,'山东省','临沂市','平邑县');"
1696,32,194,山东省,临沂市,莒南县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1696,32,194,'山东省','临沂市','莒南县');"
1697,32,194,山东省,临沂市,蒙阴县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1697,32,194,'山东省','临沂市','蒙阴县');"
1698,32,194,山东省,临沂市,临沭县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1698,32,194,'山东省','临沂市','临沭县');"
1734,33,199,河南省,郑州市,中原区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1734,33,199,'河南省','郑州市','中原区');"
1735,33,199,河南省,郑州市,二七区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1735,33,199,'河南省','郑州市','二七区');"
1736,33,199,河南省,郑州市,管城回族区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1736,33,199,'河南省','郑州市','管城回族区');"
1737,33,199,河南省,郑州市,金水区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1737,33,199,'河南省','郑州市','金水区');"
1739,33,199,河南省,郑州市,惠济区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1739,33,199,'河南省','郑州市','惠济区');"
1740,33,199,河南省,郑州市,中牟县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1740,33,199,'河南省','郑州市','中牟县');"
1744,33,199,河南省,郑州市,新郑市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1744,33,199,'河南省','郑州市','新郑市');"
1756,33,201,河南省,洛阳市,老城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1756,33,201,'河南省','洛阳市','老城区');"
1757,33,201,河南省,洛阳市,西工区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1757,33,201,'河南省','洛阳市','西工区');"
1759,33,201,河南省,洛阳市,涧西区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1759,33,201,'河南省','洛阳市','涧西区');"
1761,33,201,河南省,洛阳市,洛龙区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1761,33,201,'河南省','洛阳市','洛龙区');"
1767,33,201,河南省,洛阳市,宜阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1767,33,201,'河南省','洛阳市','宜阳县');"
1770,33,201,河南省,洛阳市,偃师市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1770,33,201,'河南省','洛阳市','偃师市');"
1807,33,206,河南省,焦作市,解放区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1807,33,206,'河南省','焦作市','解放区');"
1808,33,206,河南省,焦作市,中站区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1808,33,206,'河南省','焦作市','中站区');"
1810,33,206,河南省,焦作市,山阳区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1810,33,206,'河南省','焦作市','山阳区');"
1817,33,206,河南省,焦作市,孟州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1817,33,206,'河南省','焦作市','孟州市');"
1824,33,208,河南省,许昌市,魏都区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1824,33,208,'河南省','许昌市','魏都区');"
1825,33,208,河南省,许昌市,许昌县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1825,33,208,'河南省','许昌市','许昌县');"
1826,33,208,河南省,许昌市,鄢陵县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1826,33,208,'河南省','许昌市','鄢陵县');"
1827,33,208,河南省,许昌市,襄城县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1827,33,208,'河南省','许昌市','襄城县');"
1828,33,208,河南省,许昌市,禹州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1828,33,208,'河南省','许昌市','禹州市');"
1829,33,208,河南省,许昌市,长葛市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1829,33,208,'河南省','许昌市','长葛市');"
1894,34,216,湖北省,武汉市,江岸区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1894,34,216,'湖北省','武汉市','江岸区');"
1895,34,216,湖北省,武汉市,江汉区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1895,34,216,'湖北省','武汉市','江汉区');"
1896,34,216,湖北省,武汉市,硚口区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1896,34,216,'湖北省','武汉市','硚口区');"
1897,34,216,湖北省,武汉市,汉阳区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1897,34,216,'湖北省','武汉市','汉阳区');"
1898,34,216,湖北省,武汉市,武昌区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1898,34,216,'湖北省','武汉市','武昌区');"
1899,34,216,湖北省,武汉市,青山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1899,34,216,'湖北省','武汉市','青山区');"
1900,34,216,湖北省,武汉市,洪山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1900,34,216,'湖北省','武汉市','洪山区');"
1901,34,216,湖北省,武汉市,东西湖区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1901,34,216,'湖北省','武汉市','东西湖区');"
1902,34,216,湖北省,武汉市,汉南区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1902,34,216,'湖北省','武汉市','汉南区');"
1903,34,216,湖北省,武汉市,蔡甸区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1903,34,216,'湖北省','武汉市','蔡甸区');"
1904,34,216,湖北省,武汉市,江夏区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1904,34,216,'湖北省','武汉市','江夏区');"
1905,34,216,湖北省,武汉市,黄陂区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1905,34,216,'湖北省','武汉市','黄陂区');"
1906,34,216,湖北省,武汉市,新洲区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1906,34,216,'湖北省','武汉市','新洲区');"
1907,34,217,湖北省,黄石市,黄石港区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1907,34,217,'湖北省','黄石市','黄石港区');"
1908,34,217,湖北省,黄石市,西塞山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1908,34,217,'湖北省','黄石市','西塞山区');"
1909,34,217,湖北省,黄石市,下陆区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1909,34,217,'湖北省','黄石市','下陆区');"
1910,34,217,湖北省,黄石市,铁山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1910,34,217,'湖北省','黄石市','铁山区');"
1911,34,217,湖北省,黄石市,阳新县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1911,34,217,'湖北省','黄石市','阳新县');"
1912,34,217,湖北省,黄石市,大冶市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1912,34,217,'湖北省','黄石市','大冶市');"
1913,34,218,湖北省,十堰市,茅箭区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1913,34,218,'湖北省','十堰市','茅箭区');"
1914,34,218,湖北省,十堰市,张湾区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1914,34,218,'湖北省','十堰市','张湾区');"
1915,34,218,湖北省,十堰市,郧县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1915,34,218,'湖北省','十堰市','郧县');"
1916,34,218,湖北省,十堰市,郧西县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1916,34,218,'湖北省','十堰市','郧西县');"
1917,34,218,湖北省,十堰市,竹山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1917,34,218,'湖北省','十堰市','竹山县');"
1918,34,218,湖北省,十堰市,竹溪县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1918,34,218,'湖北省','十堰市','竹溪县');"
1919,34,218,湖北省,十堰市,房县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1919,34,218,'湖北省','十堰市','房县');"
1920,34,218,湖北省,十堰市,丹江口市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1920,34,218,'湖北省','十堰市','丹江口市');"
1921,34,219,湖北省,宜昌市,西陵区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1921,34,219,'湖北省','宜昌市','西陵区');"
1922,34,219,湖北省,宜昌市,伍家岗区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1922,34,219,'湖北省','宜昌市','伍家岗区');"
1923,34,219,湖北省,宜昌市,点军区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1923,34,219,'湖北省','宜昌市','点军区');"
1924,34,219,湖北省,宜昌市,猇亭区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1924,34,219,'湖北省','宜昌市','猇亭区');"
1925,34,219,湖北省,宜昌市,夷陵区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1925,34,219,'湖北省','宜昌市','夷陵区');"
1926,34,219,湖北省,宜昌市,远安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1926,34,219,'湖北省','宜昌市','远安县');"
1927,34,219,湖北省,宜昌市,兴山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1927,34,219,'湖北省','宜昌市','兴山县');"
1928,34,219,湖北省,宜昌市,秭归县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1928,34,219,'湖北省','宜昌市','秭归县');"
1929,34,219,湖北省,宜昌市,长阳土家族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1929,34,219,'湖北省','宜昌市','长阳土家族自治县');"
1930,34,219,湖北省,宜昌市,五峰土家族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1930,34,219,'湖北省','宜昌市','五峰土家族自治县');"
1931,34,219,湖北省,宜昌市,宜都市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1931,34,219,'湖北省','宜昌市','宜都市');"
1932,34,219,湖北省,宜昌市,当阳市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1932,34,219,'湖北省','宜昌市','当阳市');"
1933,34,219,湖北省,宜昌市,枝江市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1933,34,219,'湖北省','宜昌市','枝江市');"
1934,34,220,湖北省,襄阳市,襄城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1934,34,220,'湖北省','襄阳市','襄城区');"
1935,34,220,湖北省,襄阳市,樊城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1935,34,220,'湖北省','襄阳市','樊城区');"
1936,34,220,湖北省,襄阳市,襄州区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1936,34,220,'湖北省','襄阳市','襄州区');"
1937,34,220,湖北省,襄阳市,南漳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1937,34,220,'湖北省','襄阳市','南漳县');"
1938,34,220,湖北省,襄阳市,谷城县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1938,34,220,'湖北省','襄阳市','谷城县');"
1939,34,220,湖北省,襄阳市,保康县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1939,34,220,'湖北省','襄阳市','保康县');"
1940,34,220,湖北省,襄阳市,老河口市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1940,34,220,'湖北省','襄阳市','老河口市');"
1941,34,220,湖北省,襄阳市,枣阳市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1941,34,220,'湖北省','襄阳市','枣阳市');"
1942,34,220,湖北省,襄阳市,宜城市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1942,34,220,'湖北省','襄阳市','宜城市');"
1943,34,221,湖北省,鄂州市,梁子湖区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1943,34,221,'湖北省','鄂州市','梁子湖区');"
1944,34,221,湖北省,鄂州市,华容区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1944,34,221,'湖北省','鄂州市','华容区');"
1945,34,221,湖北省,鄂州市,鄂城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1945,34,221,'湖北省','鄂州市','鄂城区');"
1946,34,222,湖北省,荆门市,东宝区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1946,34,222,'湖北省','荆门市','东宝区');"
1947,34,222,湖北省,荆门市,掇刀区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1947,34,222,'湖北省','荆门市','掇刀区');"
1948,34,222,湖北省,荆门市,京山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1948,34,222,'湖北省','荆门市','京山县');"
1949,34,222,湖北省,荆门市,沙洋县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1949,34,222,'湖北省','荆门市','沙洋县');"
1950,34,222,湖北省,荆门市,钟祥市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1950,34,222,'湖北省','荆门市','钟祥市');"
1951,34,223,湖北省,孝感市,孝南区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1951,34,223,'湖北省','孝感市','孝南区');"
1952,34,223,湖北省,孝感市,孝昌县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1952,34,223,'湖北省','孝感市','孝昌县');"
1953,34,223,湖北省,孝感市,大悟县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1953,34,223,'湖北省','孝感市','大悟县');"
1954,34,223,湖北省,孝感市,云梦县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1954,34,223,'湖北省','孝感市','云梦县');"
1955,34,223,湖北省,孝感市,应城市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1955,34,223,'湖北省','孝感市','应城市');"
1956,34,223,湖北省,孝感市,安陆市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1956,34,223,'湖北省','孝感市','安陆市');"
1957,34,223,湖北省,孝感市,汉川市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1957,34,223,'湖北省','孝感市','汉川市');"
1958,34,224,湖北省,荆州市,沙市区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1958,34,224,'湖北省','荆州市','沙市区');"
